Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
16/09/2018,Wolverhampton Wanderers,Burnley,1,0,H
17/09/2018,Southampton,Brighton & Hove Albion,2,2,D
22/09/2018,Fulham,Watford,1,1,D
22/09/2018,Burnley,AFC Bournemouth,4,0,H
22/09/2018,Cardiff City,Manchester City,0,5,A
22/09/2018,Crystal Palace,Newcastle United,0,0,D
22/09/2018,Leicester City,Huddersfield Town,3,1,H
22/09/2018,Manchester United,Wolverhampton Wanderers,1,1,D
22/09/2018,Liverpool,Southampton,3,0,H
22/09/2018,Brighton & Hove Albion,Tottenham Hotspur,1,2,A
23/09/2018,Arsenal,Everton,2,0,H
23/09/2018,West Ham United,Chelsea,0,0,D
29/09/2018,West Ham United,Manchester United,3,1,H
29/09/2018,Arsenal,Watford,2,0,H
29/09/2018,Everton,Fulham,3,0,H
29/09/2018,Huddersfield Town,Tottenham Hotspur,0,2,A
29/09/2018,Manchester City,Brighton & Hove Albion,2,0,H
29/09/2018,Newcastle United,Leicester City,0,2,A
29/09/2018,Wolverhampton Wanderers,Southampton,2,0,H
29/09/2018,Chelsea,Liverpool,1,1,D
30/09/2018,Cardiff City,Burnley,1,2,A
01/10/2018,AFC Bournemouth,Crystal Palace,2,1,H
05/10/2018,Brighton & Hove Albion,West Ham United,1,0,H
06/10/2018,Crystal Palace,Wolverhampton Wanderers,0,1,A
06/10/2018,Leicester City,Everton,1,2,A
06/10/2018,Tottenham Hotspur,Cardiff City,1,0,H
06/10/2018,Watford,AFC Bournemouth,0,4,A
06/10/2018,Manchester United,Newcastle United,3,2,H
06/10/2018,Burnley,Huddersfield Town,1,1,D
07/10/2018,Fulham,Arsenal,1,5,A
07/10/2018,Southampton,Chelsea,0,3,A
07/10/2018,Liverpool,Manchester City,0,0,D
20/10/2018,Chelsea,Manchester United,2,2,D
20/10/2018,AFC Bournemouth,Southampton,0,0,D
20/10/2018,Cardiff City,Fulham,4,2,H
20/10/2018,Manchester City,Burnley,5,0,H
20/10/2018,Newcastle United,Brighton & Hove Albion,0,1,A
20/10/2018,West Ham United,Tottenham Hotspur,0,1,A
20/10/2018,Wolverhampton Wanderers,Watford,0,2,A
20/10/2018,Huddersfield Town,Liverpool,0,1,A
21/10/2018,Everton,Crystal Palace,2,0,H
22/10/2018,Arsenal,Leicester City,3,1,H
27/10/2018,Brighton & Hove Albion,Wolverhampton Wanderers,1,0,H
27/10/2018,Fulham,AFC Bournemouth,0,3,A
27/10/2018,Liverpool,Cardiff City,4,1,H
27/10/2018,Southampton,Newcastle United,0,0,D
27/10/2018,Watford,Huddersfield Town,3,0,H
27/10/2018,Leicester City,West Ham United,1,1,D
28/10/2018,Crystal Palace,Arsenal,2,2,D
28/10/2018,Manchester United,Everton,2,1,H
28/10/2018,Burnley,Chelsea,0,4,A
29/10/2018,Tottenham Hotspur,Manchester City,0,1,A
03/11/2018,AFC Bournemouth,Manchester United,1,2,A
03/11/2018,Cardiff City,Leicester City,0,1,A
03/11/2018,Everton,Brighton & Hove Albion,3,1,H
03/11/2018,Newcastle United,Watford,1,0,H
03/11/2018,West Ham United,Burnley,4,2,H
03/11/2018,Arsenal,Liverpool,1,1,D
03/11/2018,Wolverhampton Wanderers,Tottenham Hotspur,2,3,A
04/11/2018,Chelsea,Crystal Palace,3,1,H
04/11/2018,Manchester City,Southampton,6,1,H
05/11/2018,Huddersfield Town,Fulham,1,0,H
10/11/2018,Cardiff City,Brighton & Hove Albion,2,1,H
10/11/2018,Huddersfield Town,West Ham United,1,1,D
10/11/2018,Leicester City,Burnley,0,0,D
10/11/2018,Newcastle United,AFC Bournemouth,2,1,H
10/11/2018,Southampton,Watford,1,1,D
10/11/2018,Crystal Palace,Tottenham Hotspur,0,1,A
11/11/2018,Liverpool,Fulham,2,0,H
11/11/2018,Chelsea,Everton,0,0,D
11/11/2018,Arsenal,Wolverhampton Wanderers,1,1,D
11/11/2018,Manchester City,Manchester United,3,1,H
24/11/2018,Brighton & Hove Albion,Leicester City,1,1,D
24/11/2018,Everton,Cardiff City,1,0,H
24/11/2018,Fulham,Southampton,3,2,H
24/11/2018,Manchester United,Crystal Palace,0,0,D
24/11/2018,Watford,Liverpool,0,3,A
24/11/2018,West Ham United,Manchester City,0,4,A
24/11/2018,Tottenham Hotspur,Chelsea,3,1,H
25/11/2018,Wolverhampton Wanderers,Huddersfield Town,0,2,A
25/11/2018,AFC Bournemouth,Arsenal,1,2,A
26/11/2018,Burnley,Newcastle United,1,2,A
30/11/2018,Cardiff City,Wolverhampton Wanderers,2,1,H
01/12/2018,Crystal Palace,Burnley,2,0,H
01/12/2018,Huddersfield Town,Brighton & Hove Albion,1,2,A
01/12/2018,Leicester City,Watford,2,0,H
01/12/2018,Manchester City,AFC Bournemouth,3,1,H
01/12/2018,Newcastle United,West Ham United,0,3,A
01/12/2018,Southampton,Manchester United,2,2,D
02/12/2018,Arsenal,Tottenham Hotspur,4,2,H
02/12/2018,Liverpool,Everton,1,0,H
02/12/2018,Chelsea,Fulham,2,0,H
04/12/2018,AFC Bournemouth,Huddersfield Town,2,1,H
04/12/2018,Brighton & Hove Albion,Crystal Palace,3,1,H
04/12/2018,West Ham United,Cardiff City,3,1,H
04/12/2018,Watford,Manchester City,1,2,A
05/12/2018,Fulham,Leicester City,1,1,D
05/12/2018,Wolverhampton Wanderers,Chelsea,2,1,H
05/12/2018,Everton,Newcastle United,1,1,D
05/12/2018,Manchester United,Arsenal,2,2,D
05/12/2018,Tottenham Hotspur,Southampton,3,1,H
05/12/2018,Burnley,Liverpool,1,3,A
08/12/2018,AFC Bournemouth,Liverpool,0,4,A
08/12/2018,Arsenal,Huddersfield Town,1,0,H
08/12/2018,Burnley,Brighton & Hove Albion,1,0,H
08/12/2018,Cardiff City,Southampton,1,0,H
08/12/2018,Manchester United,Fulham,4,1,H
08/12/2018,West Ham United,Crystal Palace,3,2,H
08/12/2018,Chelsea,Manchester City,2,0,H
08/12/2018,Leicester City,Tottenham Hotspur,0,2,A
09/12/2018,Newcastle United,Wolverhampton Wanderers,1,2,A
10/12/2018,Everton,Watford,2,2,D
15/12/2018,Manchester City,Everton,3,1,H
15/12/2018,Crystal Palace,Leicester City,1,0,H
15/12/2018,Huddersfield Town,Newcastle United,0,1,A
15/12/2018,Tottenham Hotspur,Burnley,1,0,H
15/12/2018,Watford,Cardiff City,3,2,H
15/12/2018,Wolverhampton Wanderers,AFC Bournemouth,2,0,H
15/12/2018,Fulham,West Ham United,0,2,A
16/12/2018,Brighton & Hove Albion,Chelsea,1,2,A
16/12/2018,Southampton,Arsenal,3,2,H
16/12/2018,Liverpool,Manchester United,3,1,H
21/12/2018,Wolverhampton Wanderers,Liverpool,0,2,A
22/12/2018,Arsenal,Burnley,3,1,H
22/12/2018,AFC Bournemouth,Brighton & Hove Albion,2,0,H
22/12/2018,Chelsea,Leicester City,0,1,A
22/12/2018,Huddersfield Town,Southampton,1,3,A
22/12/2018,Manchester City,Crystal Palace,2,3,A
22/12/2018,Newcastle United,Fulham,0,0,D
22/12/2018,West Ham United,Watford,0,2,A
22/12/2018,Cardiff City,Manchester United,1,5,A
23/12/2018,Everton,Tottenham Hotspur,2,6,A
26/12/2018,Fulham,Wolverhampton Wanderers,1,1,D
26/12/2018,Burnley,Everton,1,5,A
26/12/2018,Crystal Palace,Cardiff City,0,0,D
26/12/2018,Leicester City,Manchester City,2,1,H
26/12/2018,Liverpool,Newcastle United,4,0,H
26/12/2018,Manchester United,Huddersfield Town,3,1,H
26/12/2018,Tottenham Hotspur,AFC Bournemouth,5,0,H
26/12/2018,Brighton & Hove Albion,Arsenal,1,1,D
26/12/2018,Watford,Chelsea,1,2,A
27/12/2018,Southampton,West Ham United,1,2,A
29/12/2018,Brighton & Hove Albion,Everton,1,0,H
29/12/2018,Fulham,Huddersfield Town,1,0,H
29/12/2018,Leicester City,Cardiff City,0,1,A
29/12/2018,Tottenham Hotspur,Wolverhampton Wanderers,1,3,A
29/12/2018,Watford,Newcastle United,1,1,D
29/12/2018,Liverpool,Arsenal,5,1,H
30/12/2018,Burnley,West Ham United,2,0,H
30/12/2018,Southampton,Manchester City,1,3,A
30/12/2018,Manchester United,AFC Bournemouth,4,1,H
30/12/2018,Crystal Palace,Chelsea,0,1,A
01/01/2019,Arsenal,Fulham,4,1,H
01/01/2019,Cardiff City,Tottenham Hotspur,0,3,A
01/01/2019,Everton,Leicester City,0,1,A
02/01/2019,AFC Bournemouth,Watford,3,3,D
02/01/2019,Chelsea,Southampton,0,0,D
02/01/2019,Huddersfield Town,Burnley,1,2,A
02/01/2019,West Ham United,Brighton & Hove Albion,2,2,D
02/01/2019,Wolverhampton Wanderers,Crystal Palace,0,2,A
02/01/2019,Newcastle United,Manchester United,0,2,A
03/01/2019,Manchester City,Liverpool,2,1,H
12/01/2019,Brighton & Hove Albion,Liverpool,0,1,A
12/01/2019,Burnley,Fulham,2,1,H
12/01/2019,Cardiff City,Huddersfield Town,0,0,D
12/01/2019,Crystal Palace,Watford,1,2,A
12/01/2019,Leicester City,Southampton,1,2,A
12/01/2019,Chelsea,Newcastle United,2,1,H
12/01/2019,West Ham United,Arsenal,1,0,H
13/01/2019,Everton,AFC Bournemouth,2,0,H
13/01/2019,Tottenham Hotspur,Manchester United,0,1,A
14/01/2019,Manchester City,Wolverhampton Wanderers,3,0,H
19/01/2019,Wolverhampton Wanderers,Leicester City,4,3,H
19/01/2019,AFC Bournemouth,West Ham United,2,0,H
19/01/2019,Liverpool,Crystal Palace,4,3,H
19/01/2019,Manchester United,Brighton & Hove Albion,2,1,H
19/01/2019,Newcastle United,Cardiff City,3,0,H
19/01/2019,Southampton,Everton,2,1,H
19/01/2019,Watford,Burnley,0,0,D
19/01/2019,Arsenal,Chelsea,2,0,H
20/01/2019,Huddersfield Town,Manchester City,0,3,A
20/01/2019,Fulham,Tottenham Hotspur,1,2,A
29/01/2019,Fulham,Brighton & Hove Albion,4,2,H
29/01/2019,Arsenal,Cardiff City,2,1,H
29/01/2019,Huddersfield Town,Everton,0,1,A
29/01/2019,Wolverhampton Wanderers,West Ham United,3,0,H
29/01/2019,Manchester United,Burnley,2,2,D
29/01/2019,Newcastle United,Manchester City,2,1,H
30/01/2019,Southampton,Crystal Palace,1,1,D
30/01/2019,Liverpool,Leicester City,1,1,D
30/01/2019,Tottenham Hotspur,Watford,2,1,H
30/01/2019,AFC Bournemouth,Chelsea,4,0,H
02/02/2019,Tottenham Hotspur,Newcastle United,1,0,H
02/02/2019,Crystal Palace,Fulham,2,0,H
02/02/2019,Burnley,Southampton,1,1,D
02/02/2019,Chelsea,Huddersfield Town,5,0,H
02/02/2019,Brighton & Hove Albion,Watford,0,0,D
02/02/2019,Everton,Wolverhampton Wanderers,1,3,A
02/02/2019,Cardiff City,AFC Bournemouth,2,0,H
03/02/2019,Manchester City,Arsenal,3,1,H
03/02/2019,Leicester City,Manchester United,0,1,A
04/02/2019,West Ham United,Liverpool,1,1,D
06/02/2019,Everton,Manchester City,0,2,A
09/02/2019,Huddersfield Town,Arsenal,1,2,A
09/02/2019,Liverpool,AFC Bournemouth,3,0,H
09/02/2019,Fulham,Manchester United,0,3,A
09/02/2019,Watford,Everton,1,0,H
09/02/2019,Crystal Palace,West Ham United,1,1,D
09/02/2019,Brighton & Hove Albion,Burnley,1,3,A
09/02/2019,Southampton,Cardiff City,1,2,A
10/02/2019,Manchester City,Chelsea,6,0,H
10/02/2019,Tottenham Hotspur,Leicester City,3,1,H
11/02/2019,Wolverhampton Wanderers,Newcastle United,1,1,D
22/02/2019,Cardiff City,Watford,1,5,A
22/02/2019,West Ham United,Fulham,3,1,H
23/02/2019,Newcastle United,Huddersfield Town,2,0,H
23/02/2019,AFC Bournemouth,Wolverhampton Wanderers,1,1,D
23/02/2019,Leicester City,Crystal Palace,1,4,A
23/02/2019,Burnley,Tottenham Hotspur,2,1,H
24/02/2019,Manchester United,Liverpool,0,0,D
24/02/2019,Arsenal,Southampton,2,0,H
26/02/2019,Leicester City,Brighton & Hove Albion,2,1,H
26/02/2019,Cardiff City,Everton,0,3,A
26/02/2019,Huddersfield Town,Wolverhampton Wanderers,1,0,H
26/02/2019,Newcastle United,Burnley,2,0,H
27/02/2019,Liverpool,Watford,5,0,H
27/02/2019,Arsenal,AFC Bournemouth,5,1,H
27/02/2019,Southampton,Fulham,2,0,H
27/02/2019,Crystal Palace,Manchester United,1,3,A
27/02/2019,Chelsea,Tottenham Hotspur,2,0,H
27/02/2019,Manchester City,West Ham United,1,0,H
02/03/2019,West Ham United,Newcastle United,2,0,H
02/03/2019,Tottenham Hotspur,Arsenal,1,1,D
02/03/2019,Wolverhampton Wanderers,Cardiff City,2,0,H
02/03/2019,Burnley,Crystal Palace,1,3,A
02/03/2019,Brighton & Hove Albion,Huddersfield Town,1,0,H
02/03/2019,AFC Bournemouth,Manchester City,0,1,A
02/03/2019,Manchester United,Southampton,3,2,H
03/03/2019,Everton,Liverpool,0,0,D
03/03/2019,Watford,Leicester City,2,1,H
03/03/2019,Fulham,Chelsea,1,2,A
09/03/2019,Manchester City,Watford,3,1,H
09/03/2019,Crystal Palace,Brighton & Hove Albion,1,2,A
09/03/2019,Huddersfield Town,AFC Bournemouth,0,2,A
09/03/2019,Leicester City,Fulham,3,1,H
09/03/2019,Cardiff City,West Ham United,2,0,H
09/03/2019,Newcastle United,Everton,3,2,H
09/03/2019,Southampton,Tottenham Hotspur,2,1,H
10/03/2019,Liverpool,Burnley,4,2,H
10/03/2019,Chelsea,Wolverhampton Wanderers,1,1,D
10/03/2019,Arsenal,Manchester United,2,0,H
16/03/2019,AFC Bournemouth,Newcastle United,2,2,D
16/03/2019,West Ham United,Huddersfield Town,4,3,H
16/03/2019,Burnley,Leicester City,1,2,A
17/03/2019,Everton,Chelsea,2,0,H
17/03/2019,Fulham,Liverpool,1,2,A
30/03/2019,Fulham,Manchester City,0,2,A
30/03/2019,West Ham United,Everton,0,2,A
30/03/2019,Burnley,Wolverhampton Wanderers,2,0,H
30/03/2019,Manchester United,Watford,2,1,H
30/03/2019,Brighton & Hove Albion,Southampton,0,1,A
30/03/2019,Crystal Palace,Huddersfield Town,2,0,H
30/03/2019,Leicester City,AFC Bournemouth,2,0,H
31/03/2019,Cardiff City,Chelsea,1,2,A
31/03/2019,Liverpool,Tottenham Hotspur,2,1,H
01/04/2019,Arsenal,Newcastle United,2,0,H
02/04/2019,Wolverhampton Wanderers,Manchester United,2,1,H
02/04/2019,Watford,Fulham,4,1,H
03/04/2019,Tottenham Hotspur,Crystal Palace,2,0,H
03/04/2019,Manchester City,Cardiff City,2,0,H
03/04/2019,Chelsea,Brighton & Hove Albion,3,0,H
05/04/2019,Southampton,Liverpool,1,3,A
06/04/2019,AFC Bournemouth,Burnley,1,3,A
06/04/2019,Huddersfield Town,Leicester City,1,4,A
06/04/2019,Newcastle United,Crystal Palace,0,1,A
07/04/2019,Everton,Arsenal,1,0,H
08/04/2019,Chelsea,West Ham United,2,0,H
12/04/2019,Leicester City,Newcastle United,0,1,A
13/04/2019,Southampton,Wolverhampton Wanderers,3,1,H
13/04/2019,Fulham,Everton,2,0,H
13/04/2019,Brighton & Hove Albion,AFC Bournemouth,0,5,A
13/04/2019,Burnley,Cardiff City,2,0,H
13/04/2019,Manchester United,West Ham United,2,1,H
13/04/2019,Tottenham Hotspur,Huddersfield Town,4,0,H
14/04/2019,Liverpool,Chelsea,2,0,H
14/04/2019,Crystal Palace,Manchester City,1,3,A
15/04/2019,Watford,Arsenal,0,1,A
16/04/2019,Brighton & Hove Albion,Cardiff City,0,2,A
20/04/2019,West Ham United,Leicester City,2,2,D
20/04/2019,Wolverhampton Wanderers,Brighton & Hove Albion,0,0,D
20/04/2019,Newcastle United,Southampton,3,1,H
20/04/2019,AFC Bournemouth,Fulham,0,1,A
20/04/2019,Manchester City,Tottenham Hotspur,1,0,H
20/04/2019,Huddersfield Town,Watford,1,2,A
21/04/2019,Everton,Manchester United,4,0,H
21/04/2019,Cardiff City,Liverpool,0,2,A
21/04/2019,Arsenal,Crystal Palace,2,3,A
22/04/2019,Chelsea,Burnley,2,2,D
23/04/2019,Watford,Southampton,1,1,D
23/04/2019,Tottenham Hotspur,Brighton & Hove Albion,1,0,H
24/04/2019,Manchester United,Manchester City,0,2,A
24/04/2019,Wolverhampton Wanderers,Arsenal,3,1,H
26/04/2019,Liverpool,Huddersfield Town,5,0,H
27/04/2019,Tottenham Hotspur,West Ham United,0,1,A
27/04/2019,Crystal Palace,Everton,0,0,D
27/04/2019,Fulham,Cardiff City,1,0,H
27/04/2019,Southampton,AFC Bournemouth,3,3,D
27/04/2019,Watford,Wolverhampton Wanderers,1,2,A
27/04/2019,Brighton & Hove Albion,Newcastle United,1,1,D
28/04/2019,Burnley,Manchester City,0,1,A
28/04/2019,Manchester United,Chelsea,1,1,D
28/04/2019,Leicester City,Arsenal,3,0,H
03/05/2019,Everton,Burnley,2,0,H
04/05/2019,AFC Bournemouth,Tottenham Hotspur,1,0,H
04/05/2019,West Ham United,Southampton,3,0,H
04/05/2019,Wolverhampton Wanderers,Fulham,1,0,H
04/05/2019,Cardiff City,Crystal Palace,2,3,A
04/05/2019,Newcastle United,Liverpool,2,3,A
05/05/2019,Chelsea,Watford,3,0,H
05/05/2019,Huddersfield Town,Manchester United,1,1,D
05/05/2019,Arsenal,Brighton & Hove Albion,1,1,D
06/05/2019,Manchester City,Leicester City,1,0,H
12/05/2019,Brighton & Hove Albion,Manchester City,1,4,A
12/05/2019,Burnley,Arsenal,1,3,A
12/05/2019,Crystal Palace,AFC Bournemouth,5,3,H
12/05/2019,Fulham,Newcastle United,0,4,A
12/05/2019,Leicester City,Chelsea,0,0,D
12/05/2019,Liverpool,Wolverhampton Wanderers,2,0,H
12/05/2019,Manchester United,Cardiff City,0,2,A
12/05/2019,Southampton,Huddersfield Town,1,1,D
12/05/2019,Tottenham Hotspur,Everton,2,2,D
12/05/2019,Watford,West Ham United,1,4,A
