Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
26/02/2022,Barnsley,Middlesbrough,3,2,H
28/02/2022,West Bromwich Albion,Swansea City,0,2,A
01/03/2022,Cardiff City,Derby County,1,0,H
04/03/2022,Sheffield United,Nottingham Forest,1,1,D
04/03/2022,Huddersfield Town,Peterborough United,3,0,H
05/03/2022,Fulham,Blackburn Rovers,2,0,H
05/03/2022,Swansea City,Coventry City,3,1,H
05/03/2022,Queens Park Rangers,Cardiff City,1,2,A
05/03/2022,Stoke City,Blackpool,0,1,A
05/03/2022,Reading,Millwall,0,1,A
05/03/2022,Preston North End,AFC Bournemouth,2,1,H
05/03/2022,Middlesbrough,Luton Town,2,1,H
05/03/2022,Hull City,West Bromwich Albion,0,2,A
05/03/2022,Derby County,Barnsley,2,0,H
05/03/2022,Bristol City,Birmingham City,1,2,A
08/03/2022,Barnsley,Stoke City,1,1,D
08/03/2022,Blackburn Rovers,Millwall,0,0,D
08/03/2022,Swansea City,Fulham,1,5,A
08/03/2022,Sheffield United,Middlesbrough,4,1,H
08/03/2022,Coventry City,Luton Town,0,1,A
08/03/2022,AFC Bournemouth,Peterborough United,1,1,D
11/03/2022,West Bromwich Albion,Huddersfield Town,2,2,D
12/03/2022,Barnsley,Fulham,1,1,D
12/03/2022,Cardiff City,Preston North End,0,0,D
12/03/2022,Blackpool,Swansea City,1,0,H
12/03/2022,Peterborough United,Stoke City,2,2,D
12/03/2022,Nottingham Forest,Reading,4,0,H
12/03/2022,Millwall,Middlesbrough,0,0,D
12/03/2022,Coventry City,Sheffield United,4,1,H
12/03/2022,AFC Bournemouth,Derby County,2,0,H
12/03/2022,Blackburn Rovers,Bristol City,0,1,A
12/03/2022,Birmingham City,Hull City,0,0,D
13/03/2022,Luton Town,Queens Park Rangers,1,2,A
15/03/2022,AFC Bournemouth,Reading,1,1,D
15/03/2022,Blackburn Rovers,Derby County,3,1,H
15/03/2022,Birmingham City,Middlesbrough,0,2,A
15/03/2022,Barnsley,Bristol City,2,0,H
15/03/2022,West Bromwich Albion,Fulham,1,0,H
16/03/2022,Peterborough United,Swansea City,2,3,A
16/03/2022,Cardiff City,Stoke City,2,1,H
16/03/2022,Millwall,Huddersfield Town,2,0,H
16/03/2022,Luton Town,Preston North End,4,0,H
16/03/2022,Coventry City,Hull City,0,2,A
16/03/2022,Blackpool,Sheffield United,0,0,D
16/03/2022,Nottingham Forest,Queens Park Rangers,3,1,H
19/03/2022,Sheffield United,Barnsley,2,0,H
19/03/2022,Derby County,Coventry City,1,1,D
19/03/2022,Swansea City,Birmingham City,0,0,D
19/03/2022,Stoke City,Millwall,2,0,H
19/03/2022,Reading,Blackburn Rovers,1,0,H
19/03/2022,Hull City,Luton Town,1,3,A
19/03/2022,Huddersfield Town,AFC Bournemouth,0,3,A
19/03/2022,Bristol City,West Bromwich Albion,2,2,D
20/03/2022,Queens Park Rangers,Peterborough United,1,3,A
01/04/2022,Hull City,Huddersfield Town,0,1,A
02/04/2022,Blackpool,Nottingham Forest,1,4,A
02/04/2022,Cardiff City,Swansea City,0,4,A
02/04/2022,Stoke City,Sheffield United,1,0,H
02/04/2022,Queens Park Rangers,Fulham,0,2,A
02/04/2022,Peterborough United,Middlesbrough,0,4,A
02/04/2022,Luton Town,Millwall,2,2,D
02/04/2022,Derby County,Preston North End,1,0,H
02/04/2022,Coventry City,Blackburn Rovers,2,2,D
02/04/2022,AFC Bournemouth,Bristol City,3,2,H
02/04/2022,Barnsley,Reading,1,1,D
03/04/2022,Birmingham City,West Bromwich Albion,1,0,H
05/04/2022,Millwall,Swansea City,0,1,A
05/04/2022,Sheffield United,Queens Park Rangers,1,0,H
05/04/2022,Preston North End,Blackpool,1,0,H
05/04/2022,Peterborough United,Luton Town,1,1,D
05/04/2022,Reading,Stoke City,2,1,H
06/04/2022,Nottingham Forest,Coventry City,2,0,H
06/04/2022,Middlesbrough,Fulham,0,1,A
06/04/2022,West Bromwich Albion,AFC Bournemouth,2,0,H
09/04/2022,Sheffield United,AFC Bournemouth,0,0,D
09/04/2022,Swansea City,Derby County,2,1,H
09/04/2022,Reading,Cardiff City,1,2,A
09/04/2022,West Bromwich Albion,Stoke City,1,3,A
09/04/2022,Preston North End,Queens Park Rangers,2,1,H
09/04/2022,Nottingham Forest,Birmingham City,2,0,H
09/04/2022,Millwall,Barnsley,4,1,H
09/04/2022,Middlesbrough,Hull City,0,1,A
09/04/2022,Bristol City,Peterborough United,1,1,D
09/04/2022,Blackburn Rovers,Blackpool,1,1,D
10/04/2022,Fulham,Coventry City,1,3,A
11/04/2022,Huddersfield Town,Luton Town,2,0,H
15/04/2022,Luton Town,Nottingham Forest,1,0,H
15/04/2022,Swansea City,Barnsley,1,1,D
15/04/2022,Hull City,Cardiff City,2,1,H
15/04/2022,West Bromwich Albion,Blackpool,2,1,H
15/04/2022,Stoke City,Bristol City,0,1,A
15/04/2022,Sheffield United,Reading,1,2,A
15/04/2022,Preston North End,Millwall,1,1,D
15/04/2022,Peterborough United,Blackburn Rovers,2,1,H
15/04/2022,AFC Bournemouth,Middlesbrough,0,0,D
15/04/2022,Birmingham City,Coventry City,2,4,A
15/04/2022,Huddersfield Town,Queens Park Rangers,2,2,D
15/04/2022,Derby County,Fulham,2,1,H
18/04/2022,Middlesbrough,Huddersfield Town,0,2,A
18/04/2022,Reading,Swansea City,4,4,D
18/04/2022,Cardiff City,Luton Town,0,1,A
18/04/2022,Queens Park Rangers,Derby County,1,0,H
18/04/2022,Millwall,Hull City,2,1,H
18/04/2022,Coventry City,AFC Bournemouth,0,3,A
18/04/2022,Blackpool,Birmingham City,6,1,H
18/04/2022,Blackburn Rovers,Stoke City,0,1,A
18/04/2022,Barnsley,Peterborough United,0,2,A
18/04/2022,Bristol City,Sheffield United,1,1,D
18/04/2022,Nottingham Forest,West Bromwich Albion,4,0,H
19/04/2022,Fulham,Preston North End,3,0,H
22/04/2022,Huddersfield Town,Barnsley,2,1,H
23/04/2022,Luton Town,Blackpool,1,1,D
23/04/2022,Swansea City,Middlesbrough,1,1,D
23/04/2022,Sheffield United,Cardiff City,1,0,H
23/04/2022,West Bromwich Albion,Coventry City,0,0,D
23/04/2022,Stoke City,Queens Park Rangers,1,0,H
23/04/2022,Peterborough United,Nottingham Forest,0,1,A
23/04/2022,Hull City,Reading,3,0,H
