Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
23/04/2022,Derby County,Bristol City,1,3,A
23/04/2022,AFC Bournemouth,Fulham,1,1,D
23/04/2022,Birmingham City,Millwall,2,2,D
25/04/2022,Preston North End,Blackburn Rovers,1,4,A
26/04/2022,Fulham,Nottingham Forest,0,1,A
26/04/2022,Swansea City,AFC Bournemouth,3,3,D
26/04/2022,Barnsley,Blackpool,0,2,A
27/04/2022,Middlesbrough,Cardiff City,2,0,H
29/04/2022,Queens Park Rangers,Sheffield United,1,3,A
30/04/2022,Barnsley,Preston North End,1,3,A
30/04/2022,Nottingham Forest,Swansea City,5,1,H
30/04/2022,Cardiff City,Birmingham City,1,1,D
30/04/2022,Reading,West Bromwich Albion,0,1,A
30/04/2022,Millwall,Peterborough United,3,0,H
30/04/2022,Middlesbrough,Stoke City,3,1,H
30/04/2022,Coventry City,Huddersfield Town,1,2,A
30/04/2022,Bristol City,Hull City,5,0,H
30/04/2022,Blackpool,Derby County,0,2,A
30/04/2022,Blackburn Rovers,AFC Bournemouth,0,3,A
02/05/2022,Fulham,Luton Town,7,0,H
03/05/2022,AFC Bournemouth,Nottingham Forest,1,0,H
07/05/2022,Swansea City,Queens Park Rangers,0,1,A
07/05/2022,Derby County,Cardiff City,0,1,A
07/05/2022,West Bromwich Albion,Barnsley,4,0,H
07/05/2022,Stoke City,Coventry City,1,1,D
07/05/2022,Sheffield United,Fulham,4,0,H
07/05/2022,Preston North End,Middlesbrough,4,1,H
07/05/2022,Peterborough United,Blackpool,5,0,H
07/05/2022,Luton Town,Reading,1,0,H
07/05/2022,Hull City,Nottingham Forest,1,1,D
07/05/2022,Huddersfield Town,Bristol City,2,0,H
07/05/2022,AFC Bournemouth,Millwall,1,0,H
07/05/2022,Birmingham City,Blackburn Rovers,1,2,A
13/05/2022,Luton Town,Huddersfield Town,1,1,D
14/05/2022,Sheffield United,Nottingham Forest,1,2,A
16/05/2022,Huddersfield Town,Luton Town,1,0,H
17/05/2022,Nottingham Forest,Sheffield United,3,2,H
29/05/2022,Huddersfield Town,Nottingham Forest,0,1,A
