Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
16/04/2016,Dover Athletic,Grimsby Town,1,1,D
16/04/2016,Macclesfield Town,Guiseley,1,0,H
16/04/2016,Southport,Lincoln City,2,2,D
16/04/2016,Bromley,Torquay United,0,2,A
16/04/2016,Chester,Welling United,4,0,H
16/04/2016,Forest Green Rovers,Woking,1,2,A
16/04/2016,Tranmere Rovers,Wrexham,1,2,A
19/04/2016,Woking,Grimsby Town,1,3,A
19/04/2016,Halifax Town,Eastleigh,0,0,D
23/04/2016,Torquay United,Barrow,2,2,D
23/04/2016,Wrexham,Braintree Town,2,3,A
23/04/2016,Gateshead,Bromley,3,1,H
23/04/2016,Macclesfield Town,Cheltenham Town,0,1,A
23/04/2016,Grimsby Town,Chester,1,2,A
23/04/2016,Kidderminster Harriers,Dover Athletic,1,1,D
23/04/2016,Forest Green Rovers,Halifax Town,0,1,A
23/04/2016,Boreham Wood,Guiseley,1,0,H
23/04/2016,Aldershot Town,Southport,1,2,A
23/04/2016,Eastleigh,Tranmere Rovers,0,1,A
23/04/2016,Altrincham,Welling United,5,0,H
23/04/2016,Lincoln City,Woking,2,3,A
30/04/2016,Bromley,Aldershot Town,1,3,A
30/04/2016,Braintree Town,Altrincham,3,0,H
30/04/2016,Welling United,Boreham Wood,0,3,A
30/04/2016,Woking,Eastleigh,2,1,H
30/04/2016,Dover Athletic,Forest Green Rovers,0,1,A
30/04/2016,Chester,Gateshead,4,2,H
30/04/2016,Tranmere Rovers,Grimsby Town,1,0,H
30/04/2016,Southport,Kidderminster Harriers,3,4,A
30/04/2016,Cheltenham Town,Lincoln City,3,1,H
30/04/2016,Halifax Town,Macclesfield Town,1,1,D
30/04/2016,Guiseley,Torquay United,4,3,H
30/04/2016,Barrow,Wrexham,2,0,H
