Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
15/09/2015,Cheltenham Town,Macclesfield Town,2,0,H
15/09/2015,Kidderminster Harriers,Torquay United,2,2,D
15/09/2015,Southport,Tranmere Rovers,2,2,D
15/09/2015,Aldershot Town,Welling United,1,0,H
15/09/2015,Gateshead,Wrexham,2,1,H
18/09/2015,Grimsby Town,Tranmere Rovers,1,1,D
19/09/2015,Barrow,Aldershot Town,1,3,A
19/09/2015,Altrincham,Braintree Town,0,4,A
19/09/2015,Torquay United,Bromley,3,7,A
19/09/2015,Woking,Cheltenham Town,0,1,A
19/09/2015,Chester,Eastleigh,1,0,H
19/09/2015,Macclesfield Town,Forest Green Rovers,4,1,H
19/09/2015,Dover Athletic,Guiseley,0,0,D
19/09/2015,Kidderminster Harriers,Lincoln City,0,2,A
19/09/2015,Halifax Town,Southport,2,2,D
19/09/2015,Gateshead,Welling United,1,2,A
19/09/2015,Boreham Wood,Wrexham,0,1,A
22/09/2015,Tranmere Rovers,Aldershot Town,3,1,H
22/09/2015,Lincoln City,Altrincham,1,1,D
22/09/2015,Macclesfield Town,Barrow,1,2,A
22/09/2015,Torquay United,Boreham Wood,1,2,A
22/09/2015,Forest Green Rovers,Cheltenham Town,2,2,D
22/09/2015,Welling United,Chester,2,1,H
22/09/2015,Eastleigh,Dover Athletic,2,5,A
22/09/2015,Halifax Town,Gateshead,1,1,D
22/09/2015,Wrexham,Grimsby Town,0,0,D
22/09/2015,Bromley,Kidderminster Harriers,3,2,H
22/09/2015,Guiseley,Southport,1,1,D
22/09/2015,Braintree Town,Woking,2,1,H
25/09/2015,Dover Athletic,Woking,2,0,H
26/09/2015,Boreham Wood,Altrincham,0,1,A
26/09/2015,Bromley,Chester,3,0,H
26/09/2015,Wrexham,Eastleigh,2,3,A
26/09/2015,Welling United,Halifax Town,2,0,H
26/09/2015,Forest Green Rovers,Gateshead,0,1,A
26/09/2015,Southport,Grimsby Town,0,4,A
26/09/2015,Braintree Town,Guiseley,0,1,A
26/09/2015,Barrow,Kidderminster Harriers,1,1,D
26/09/2015,Aldershot Town,Macclesfield Town,0,3,A
26/09/2015,Lincoln City,Torquay United,2,0,H
26/09/2015,Cheltenham Town,Tranmere Rovers,0,1,A
02/10/2015,Guiseley,Lincoln City,0,1,A
03/10/2015,Chester,Wrexham,3,2,H
03/10/2015,Torquay United,Aldershot Town,0,2,A
03/10/2015,Altrincham,Barrow,1,0,H
03/10/2015,Macclesfield Town,Boreham Wood,0,0,D
03/10/2015,Eastleigh,Braintree Town,0,2,A
03/10/2015,Tranmere Rovers,Bromley,4,0,H
03/10/2015,Halifax Town,Cheltenham Town,1,7,A
03/10/2015,Gateshead,Dover Athletic,2,3,A
03/10/2015,Grimsby Town,Forest Green Rovers,1,1,D
03/10/2015,Woking,Southport,1,2,A
03/10/2015,Kidderminster Harriers,Welling United,0,1,A
06/10/2015,Kidderminster Harriers,Boreham Wood,1,1,D
06/10/2015,Cheltenham Town,Braintree Town,1,1,D
06/10/2015,Welling United,Bromley,1,2,A
06/10/2015,Barrow,Chester,3,2,H
06/10/2015,Torquay United,Dover Athletic,2,3,A
06/10/2015,Altrincham,Halifax Town,1,3,A
06/10/2015,Grimsby Town,Gateshead,2,1,H
06/10/2015,Guiseley,Macclesfield Town,0,3,A
06/10/2015,Wrexham,Tranmere Rovers,2,2,D
07/10/2015,Aldershot Town,Forest Green Rovers,0,3,A
10/10/2015,Macclesfield Town,Kidderminster Harriers,2,1,H
10/10/2015,Aldershot Town,Altrincham,2,0,H
10/10/2015,Bromley,Barrow,5,0,H
10/10/2015,Gateshead,Cheltenham Town,1,1,D
10/10/2015,Tranmere Rovers,Eastleigh,1,2,A
10/10/2015,Braintree Town,Grimsby Town,0,0,D
10/10/2015,Forest Green Rovers,Guiseley,3,0,H
10/10/2015,Chester,Lincoln City,2,3,A
10/10/2015,Southport,Torquay United,0,1,A
10/10/2015,Boreham Wood,Welling United,2,0,H
10/10/2015,Halifax Town,Woking,0,3,A
10/10/2015,Dover Athletic,Wrexham,2,1,H
13/10/2015,Boreham Wood,Aldershot Town,0,1,A
13/10/2015,Tranmere Rovers,Barrow,0,1,A
13/10/2015,Bromley,Cheltenham Town,1,2,A
13/10/2015,Southport,Chester,1,2,A
13/10/2015,Braintree Town,Dover Athletic,1,0,H
13/10/2015,Grimsby Town,Halifax Town,7,0,H
13/10/2015,Eastleigh,Forest Green Rovers,3,2,H
13/10/2015,Macclesfield Town,Gateshead,1,0,H
13/10/2015,Altrincham,Kidderminster Harriers,2,2,D
13/10/2015,Welling United,Lincoln City,2,1,H
13/10/2015,Woking,Torquay United,2,2,D
14/10/2015,Wrexham,Guiseley,3,3,D
17/10/2015,Gateshead,Altrincham,2,2,D
17/10/2015,Guiseley,Boreham Wood,1,1,D
17/10/2015,Lincoln City,Braintree Town,2,0,H
17/10/2015,Aldershot Town,Bromley,1,1,D
17/10/2015,Cheltenham Town,Eastleigh,1,1,D
17/10/2015,Chester,Halifax Town,2,1,H
17/10/2015,Torquay United,Grimsby Town,1,1,D
17/10/2015,Dover Athletic,Macclesfield Town,2,1,H
17/10/2015,Kidderminster Harriers,Southport,0,1,A
17/10/2015,Forest Green Rovers,Tranmere Rovers,0,2,A
17/10/2015,Barrow,Welling United,1,1,D
17/10/2015,Woking,Wrexham,0,1,A
30/10/2015,Grimsby Town,Cheltenham Town,0,1,A
31/10/2015,Southport,Aldershot Town,1,1,D
31/10/2015,Wrexham,Barrow,4,1,H
31/10/2015,Lincoln City,Bromley,0,1,A
31/10/2015,Forest Green Rovers,Chester,2,1,H
31/10/2015,Tranmere Rovers,Dover Athletic,0,1,A
31/10/2015,Eastleigh,Halifax Town,2,1,H
31/10/2015,Boreham Wood,Gateshead,2,3,A
31/10/2015,Braintree Town,Macclesfield Town,1,0,H
31/10/2015,Altrincham,Torquay United,1,1,D
31/10/2015,Guiseley,Welling United,2,0,H
31/10/2015,Kidderminster Harriers,Woking,1,0,H
07/11/2015,Guiseley,Barrow,3,1,H
10/11/2015,Macclesfield Town,Altrincham,3,0,H
10/11/2015,Bromley,Boreham Wood,1,2,A
10/11/2015,Woking,Braintree Town,1,1,D
10/11/2015,Dover Athletic,Eastleigh,1,2,A
10/11/2015,Welling United,Forest Green Rovers,1,1,D
10/11/2015,Barrow,Grimsby Town,1,3,A
10/11/2015,Cheltenham Town,Guiseley,5,0,H
10/11/2015,Chester,Kidderminster Harriers,3,1,H
11/11/2015,Aldershot Town,Lincoln City,1,2,A
14/11/2015,Bromley,Altrincham,1,3,A
14/11/2015,Kidderminster Harriers,Aldershot Town,2,0,H
14/11/2015,Halifax Town,Braintree Town,3,6,A
14/11/2015,Southport,Cheltenham Town,0,4,A
14/11/2015,Boreham Wood,Chester,0,0,D
14/11/2015,Forest Green Rovers,Dover Athletic,3,1,H
14/11/2015,Guiseley,Eastleigh,1,4,A
14/11/2015,Wrexham,Gateshead,4,0,H
14/11/2015,Woking,Macclesfield Town,2,5,A
14/11/2015,Barrow,Torquay United,4,0,H
14/11/2015,Lincoln City,Tranmere Rovers,1,0,H
14/11/2015,Grimsby Town,Welling United,3,1,H
21/11/2015,Dover Athletic,Barrow,3,1,H
21/11/2015,Altrincham,Boreham Wood,1,0,H
21/11/2015,Macclesfield Town,Bromley,2,0,H
21/11/2015,Gateshead,Halifax Town,1,4,A
21/11/2015,Cheltenham Town,Forest Green Rovers,1,1,D
21/11/2015,Eastleigh,Grimsby Town,0,1,A
21/11/2015,Tranmere Rovers,Guiseley,2,1,H
21/11/2015,Torquay United,Lincoln City,1,3,A
21/11/2015,Welling United,Southport,0,1,A
21/11/2015,Chester,Woking,1,2,A
21/11/2015,Aldershot Town,Wrexham,0,1,A
24/11/2015,Woking,Tranmere Rovers,4,1,H
24/11/2015,Chester,Dover Athletic,1,1,D
25/11/2015,Boreham Wood,Lincoln City,1,1,D
28/11/2015,Eastleigh,Southport,1,0,H
28/11/2015,Forest Green Rovers,Altrincham,2,0,H
28/11/2015,Guiseley,Bromley,2,0,H
28/11/2015,Aldershot Town,Cheltenham Town,0,2,A
28/11/2015,Gateshead,Chester,1,0,H
28/11/2015,Halifax Town,Dover Athletic,4,2,H
28/11/2015,Grimsby Town,Kidderminster Harriers,1,0,H
28/11/2015,Wrexham,Macclesfield Town,2,3,A
28/11/2015,Braintree Town,Torquay United,0,0,D
28/11/2015,Boreham Wood,Tranmere Rovers,0,0,D
28/11/2015,Lincoln City,Welling United,1,1,D
28/11/2015,Barrow,Woking,2,1,H
05/12/2015,Torquay United,Wrexham,0,1,A
05/12/2015,Dover Athletic,Aldershot Town,5,2,H
05/12/2015,Tranmere Rovers,Braintree Town,1,2,A
05/12/2015,Cheltenham Town,Chester,3,1,H
05/12/2015,Kidderminster Harriers,Gateshead,0,1,A
05/12/2015,Halifax Town,Guiseley,1,1,D
05/12/2015,Woking,Lincoln City,3,1,H
05/12/2015,Southport,Macclesfield Town,3,1,H
08/12/2015,Macclesfield Town,Eastleigh,1,2,A
08/12/2015,Gateshead,Southport,0,1,A
19/12/2015,Cheltenham Town,Altrincham,1,0,H
19/12/2015,Lincoln City,Barrow,2,2,D
19/12/2015,Forest Green Rovers,Boreham Wood,1,0,H
19/12/2015,Southport,Bromley,5,3,H
19/12/2015,Grimsby Town,Dover Athletic,1,0,H
19/12/2015,Aldershot Town,Guiseley,1,0,H
19/12/2015,Eastleigh,Kidderminster Harriers,3,1,H
19/12/2015,Welling United,Macclesfield Town,0,1,A
19/12/2015,Chester,Torquay United,4,1,H
19/12/2015,Halifax Town,Tranmere Rovers,1,1,D
19/12/2015,Gateshead,Woking,1,5,A
26/12/2015,Boreham Wood,Braintree Town,1,0,H
26/12/2015,Kidderminster Harriers,Cheltenham Town,1,2,A
26/12/2015,Welling United,Dover Athletic,1,2,A
26/12/2015,Bromley,Eastleigh,2,2,D
26/12/2015,Lincoln City,Halifax Town,0,1,A
26/12/2015,Torquay United,Forest Green Rovers,4,1,H
26/12/2015,Wrexham,Southport,0,1,A
26/12/2015,Macclesfield Town,Tranmere Rovers,1,2,A
26/12/2015,Aldershot Town,Woking,0,1,A
28/12/2015,Grimsby Town,Lincoln City,2,0,H
28/12/2015,Eastleigh,Aldershot Town,1,1,D
28/12/2015,Tranmere Rovers,Altrincham,1,0,H
28/12/2015,Southport,Barrow,2,1,H
28/12/2015,Woking,Boreham Wood,0,0,D
28/12/2015,Dover Athletic,Bromley,2,3,A
28/12/2015,Gateshead,Guiseley,3,0,H
28/12/2015,Forest Green Rovers,Kidderminster Harriers,3,0,H
28/12/2015,Chester,Macclesfield Town,0,2,A
28/12/2015,Cheltenham Town,Torquay United,1,0,H
28/12/2015,Halifax Town,Wrexham,2,0,H
01/01/2016,Forest Green Rovers,Torquay United,3,1,H
02/01/2016,Chester,Altrincham,1,1,D
02/01/2016,Gateshead,Barrow,1,1,D
02/01/2016,Grimsby Town,Guiseley,1,1,D
02/01/2016,Halifax Town,Lincoln City,2,2,D
02/01/2016,Tranmere Rovers,Macclesfield Town,0,1,A
02/01/2016,Southport,Wrexham,3,2,H
02/01/2016,Woking,Aldershot Town,2,1,H
09/01/2016,Boreham Wood,Cheltenham Town,0,0,D
09/01/2016,Aldershot Town,Chester,3,1,H
09/01/2016,Lincoln City,Dover Athletic,2,3,A
09/01/2016,Macclesfield Town,Halifax Town,0,1,A
09/01/2016,Welling United,Grimsby Town,0,4,A
09/01/2016,Bromley,Southport,0,0,D
09/01/2016,Barrow,Tranmere Rovers,3,4,A
09/01/2016,Wrexham,Woking,1,3,A
16/01/2016,Lincoln City,Forest Green Rovers,0,1,A
23/01/2016,Macclesfield Town,Aldershot Town,0,2,A
23/01/2016,Grimsby Town,Altrincham,5,0,H
23/01/2016,Welling United,Barrow,1,2,A
23/01/2016,Forest Green Rovers,Braintree Town,1,0,H
23/01/2016,Boreham Wood,Eastleigh,1,1,D
23/01/2016,Woking,Halifax Town,1,1,D
23/01/2016,Torquay United,Gateshead,0,2,A
23/01/2016,Kidderminster Harriers,Guiseley,0,1,A
23/01/2016,Wrexham,Lincoln City,3,1,H
23/01/2016,Chester,Southport,0,0,D
23/01/2016,Bromley,Tranmere Rovers,0,1,A
24/01/2016,Dover Athletic,Cheltenham Town,1,2,A
26/01/2016,Southport,Forest Green Rovers,0,1,A
26/01/2016,Braintree Town,Wrexham,1,0,H
26/01/2016,Altrincham,Woking,3,1,H
30/01/2016,Woking,Barrow,2,2,D
30/01/2016,Cheltenham Town,Bromley,4,1,H
30/01/2016,Braintree Town,Chester,2,0,H
30/01/2016,Gateshead,Grimsby Town,1,0,H
30/01/2016,Lincoln City,Guiseley,1,0,H
30/01/2016,Aldershot Town,Kidderminster Harriers,1,0,H
30/01/2016,Forest Green Rovers,Macclesfield Town,2,1,H
30/01/2016,Tranmere Rovers,Torquay United,2,1,H
30/01/2016,Halifax Town,Welling United,1,1,D
30/01/2016,Eastleigh,Wrexham,1,1,D
02/02/2016,Braintree Town,Welling United,1,0,H
02/02/2016,Barrow,Gateshead,0,0,D
06/02/2016,Welling United,Altrincham,1,1,D
06/02/2016,Barrow,Cheltenham Town,1,2,A
06/02/2016,Lincoln City,Eastleigh,3,0,H
06/02/2016,Wrexham,Forest Green Rovers,2,2,D
06/02/2016,Boreham Wood,Kidderminster Harriers,0,2,A
06/02/2016,Tranmere Rovers,Southport,1,0,H
09/02/2016,Altrincham,Wrexham,1,1,D
09/02/2016,Kidderminster Harriers,Eastleigh,3,2,H
09/02/2016,Bromley,Grimsby Town,1,2,A
13/02/2016,Grimsby Town,Boreham Wood,0,0,D
13/02/2016,Southport,Braintree Town,1,1,D
13/02/2016,Wrexham,Bromley,2,0,H
13/02/2016,Halifax Town,Forest Green Rovers,0,2,A
13/02/2016,Dover Athletic,Gateshead,4,0,H
13/02/2016,Woking,Guiseley,0,1,A
13/02/2016,Altrincham,Lincoln City,3,3,D
13/02/2016,Kidderminster Harriers,Macclesfield Town,3,1,H
13/02/2016,Aldershot Town,Tranmere Rovers,0,0,D
13/02/2016,Cheltenham Town,Welling United,2,0,H
16/02/2016,Altrincham,Chester,0,3,A
16/02/2016,Braintree Town,Boreham Wood,0,2,A
16/02/2016,Cheltenham Town,Kidderminster Harriers,2,0,H
16/02/2016,Gateshead,Eastleigh,2,1,H
20/02/2016,Gateshead,Aldershot Town,3,2,H
20/02/2016,Tranmere Rovers,Cheltenham Town,0,1,A
20/02/2016,Kidderminster Harriers,Chester,2,2,D
20/02/2016,Forest Green Rovers,Eastleigh,2,1,H
20/02/2016,Halifax Town,Grimsby Town,4,2,H
20/02/2016,Altrincham,Guiseley,1,1,D
20/02/2016,Lincoln City,Southport,3,1,H
20/02/2016,Boreham Wood,Torquay United,0,1,A
20/02/2016,Bromley,Woking,2,1,H
20/02/2016,Welling United,Wrexham,0,2,A
23/02/2016,Torquay United,Welling United,2,0,H
23/02/2016,Guiseley,Forest Green Rovers,0,1,A
23/02/2016,Grimsby Town,Woking,3,1,H
23/02/2016,Braintree Town,Halifax Town,2,0,H
23/02/2016,Wrexham,Kidderminster Harriers,2,0,H
23/02/2016,Cheltenham Town,Gateshead,0,0,D
27/02/2016,Welling United,Aldershot Town,0,1,A
27/02/2016,Guiseley,Braintree Town,1,1,D
27/02/2016,Kidderminster Harriers,Bromley,0,1,A
27/02/2016,Barrow,Forest Green Rovers,2,2,D
27/02/2016,Macclesfield Town,Wrexham,0,0,D
27/02/2016,Southport,Boreham Wood,0,3,A
28/02/2016,Chester,Tranmere Rovers,0,1,A
01/03/2016,Dover Athletic,Southport,1,2,A
01/03/2016,Macclesfield Town,Torquay United,1,2,A
01/03/2016,Eastleigh,Cheltenham Town,1,0,H
01/03/2016,Bromley,Welling United,2,0,H
01/03/2016,Braintree Town,Kidderminster Harriers,2,1,H
04/03/2016,Forest Green Rovers,Grimsby Town,0,1,A
05/03/2016,Lincoln City,Aldershot Town,2,0,H
05/03/2016,Chester,Bromley,1,1,D
05/03/2016,Welling United,Cheltenham Town,1,1,D
05/03/2016,Woking,Dover Athletic,0,1,A
05/03/2016,Braintree Town,Eastleigh,2,0,H
05/03/2016,Southport,Halifax Town,0,1,A
05/03/2016,Tranmere Rovers,Gateshead,3,1,H
05/03/2016,Torquay United,Kidderminster Harriers,3,2,H
05/03/2016,Altrincham,Macclesfield Town,0,0,D
08/03/2016,Barrow,Boreham Wood,0,0,D
08/03/2016,Dover Athletic,Welling United,2,1,H
08/03/2016,Torquay United,Braintree Town,0,0,D
08/03/2016,Altrincham,Gateshead,2,3,A
08/03/2016,Chester,Aldershot Town,8,2,H
08/03/2016,Bromley,Halifax Town,1,0,H
08/03/2016,Guiseley,Tranmere Rovers,2,2,D
08/03/2016,Grimsby Town,Southport,1,0,H
08/03/2016,Eastleigh,Woking,2,1,H
08/03/2016,Boreham Wood,Barrow,0,0,D
12/03/2016,Barrow,Altrincham,3,2,H
12/03/2016,Wrexham,Boreham Wood,1,0,H
12/03/2016,Eastleigh,Chester,1,0,H
12/03/2016,Gateshead,Forest Green Rovers,0,1,A
12/03/2016,Bromley,Guiseley,2,0,H
12/03/2016,Macclesfield Town,Lincoln City,1,1,D
12/03/2016,Aldershot Town,Torquay United,0,0,D
12/03/2016,Dover Athletic,Tranmere Rovers,0,0,D
12/03/2016,Southport,Welling United,3,3,D
12/03/2016,Cheltenham Town,Woking,4,0,H
15/03/2016,Eastleigh,Bromley,2,0,H
15/03/2016,Braintree Town,Gateshead,0,0,D
15/03/2016,Torquay United,Halifax Town,0,0,D
15/03/2016,Dover Athletic,Lincoln City,4,1,H
15/03/2016,Guiseley,Grimsby Town,2,2,D
19/03/2016,Wrexham,Chester,3,0,H
19/03/2016,Altrincham,Aldershot Town,4,0,H
19/03/2016,Barrow,Bromley,1,1,D
19/03/2016,Braintree Town,Cheltenham Town,1,0,H
19/03/2016,Guiseley,Dover Athletic,0,1,A
19/03/2016,Tranmere Rovers,Forest Green Rovers,1,1,D
19/03/2016,Welling United,Gateshead,0,1,A
19/03/2016,Lincoln City,Kidderminster Harriers,1,2,A
19/03/2016,Boreham Wood,Macclesfield Town,0,0,D
19/03/2016,Torquay United,Southport,1,0,H
25/03/2016,Cheltenham Town,Boreham Wood,4,1,H
25/03/2016,Braintree Town,Bromley,1,0,H
25/03/2016,Tranmere Rovers,Lincoln City,3,2,H
25/03/2016,Gateshead,Macclesfield Town,0,3,A
25/03/2016,Eastleigh,Welling United,0,0,D
25/03/2016,Forest Green Rovers,Aldershot Town,0,0,D
26/03/2016,Halifax Town,Altrincham,1,0,H
26/03/2016,Chester,Barrow,1,2,A
26/03/2016,Southport,Guiseley,2,0,H
26/03/2016,Woking,Kidderminster Harriers,1,1,D
26/03/2016,Dover Athletic,Torquay United,5,0,H
26/03/2016,Grimsby Town,Wrexham,1,0,H
28/03/2016,Aldershot Town,Braintree Town,2,1,H
28/03/2016,Guiseley,Chester,3,3,D
28/03/2016,Boreham Wood,Dover Athletic,3,0,H
28/03/2016,Torquay United,Eastleigh,0,1,A
28/03/2016,Barrow,Halifax Town,4,1,H
28/03/2016,Bromley,Forest Green Rovers,2,2,D
28/03/2016,Lincoln City,Gateshead,1,1,D
28/03/2016,Macclesfield Town,Grimsby Town,2,1,H
28/03/2016,Altrincham,Southport,1,1,D
28/03/2016,Kidderminster Harriers,Tranmere Rovers,0,2,A
28/03/2016,Welling United,Woking,2,1,H
28/03/2016,Wrexham,Cheltenham Town,2,1,H
01/04/2016,Cheltenham Town,Grimsby Town,3,1,H
02/04/2016,Kidderminster Harriers,Altrincham,1,1,D
02/04/2016,Aldershot Town,Barrow,0,1,A
02/04/2016,Macclesfield Town,Braintree Town,3,1,H
02/04/2016,Dover Athletic,Halifax Town,1,0,H
02/04/2016,Eastleigh,Guiseley,1,1,D
02/04/2016,Bromley,Lincoln City,2,0,H
02/04/2016,Gateshead,Torquay United,1,2,A
02/04/2016,Tranmere Rovers,Welling United,1,2,A
02/04/2016,Southport,Woking,2,2,D
02/04/2016,Forest Green Rovers,Wrexham,0,0,D
02/04/2016,Chester,Boreham Wood,2,2,D
05/04/2016,Torquay United,Chester,2,0,H
05/04/2016,Barrow,Braintree Town,2,0,H
05/04/2016,Halifax Town,Boreham Wood,3,2,H
05/04/2016,Aldershot Town,Grimsby Town,3,4,A
05/04/2016,Altrincham,Dover Athletic,1,2,A
09/04/2016,Halifax Town,Aldershot Town,0,2,A
09/04/2016,Altrincham,Bromley,0,0,D
09/04/2016,Guiseley,Cheltenham Town,0,2,A
09/04/2016,Lincoln City,Chester,2,1,H
09/04/2016,Wrexham,Dover Athletic,0,1,A
09/04/2016,Grimsby Town,Eastleigh,0,0,D
09/04/2016,Braintree Town,Forest Green Rovers,1,1,D
09/04/2016,Woking,Gateshead,1,1,D
09/04/2016,Welling United,Kidderminster Harriers,1,2,A
09/04/2016,Barrow,Macclesfield Town,1,1,D
09/04/2016,Boreham Wood,Southport,0,2,A
09/04/2016,Torquay United,Tranmere Rovers,0,1,A
12/04/2016,Macclesfield Town,Dover Athletic,0,0,D
12/04/2016,Torquay United,Altrincham,2,0,H
12/04/2016,Guiseley,Wrexham,3,1,H
12/04/2016,Grimsby Town,Braintree Town,0,1,A
12/04/2016,Kidderminster Harriers,Halifax Town,1,0,H
12/04/2016,Eastleigh,Barrow,3,1,H
16/04/2016,Eastleigh,Altrincham,2,0,H
16/04/2016,Kidderminster Harriers,Barrow,0,0,D
16/04/2016,Aldershot Town,Boreham Wood,1,2,A
16/04/2016,Gateshead,Braintree Town,2,3,A
16/04/2016,Cheltenham Town,Halifax Town,2,0,H
