Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
23/04/2016,Bradford City,Walsall,4,0,H
23/04/2016,Bury,Millwall,1,3,A
23/04/2016,Colchester United,Burton Albion,0,3,A
23/04/2016,Doncaster Rovers,Coventry City,2,0,H
23/04/2016,Fleetwood Town,Blackpool,0,0,D
23/04/2016,Gillingham,Shrewsbury Town,2,3,A
23/04/2016,Oldham Athletic,Crewe Alexandra,1,0,H
23/04/2016,Peterborough United,Scunthorpe United,0,2,A
23/04/2016,Port Vale,Rochdale,4,1,H
23/04/2016,Swindon Town,Chesterfield,1,0,H
26/04/2016,Walsall,Shrewsbury Town,2,1,H
30/04/2016,Blackpool,Wigan Athletic,0,4,A
30/04/2016,Barnsley,Colchester United,2,2,D
30/04/2016,Burton Albion,Gillingham,2,1,H
30/04/2016,Chesterfield,Bury,3,0,H
30/04/2016,Coventry City,Sheffield United,3,1,H
30/04/2016,Crewe Alexandra,Doncaster Rovers,3,1,H
30/04/2016,Millwall,Oldham Athletic,3,0,H
30/04/2016,Rochdale,Swindon Town,2,2,D
30/04/2016,Scunthorpe United,Port Vale,1,0,H
30/04/2016,Shrewsbury Town,Peterborough United,3,4,A
30/04/2016,Southend United,Bradford City,0,1,A
02/05/2016,Walsall,Fleetwood Town,3,1,H
08/05/2016,Bradford City,Chesterfield,2,0,H
08/05/2016,Bury,Southend United,3,2,H
08/05/2016,Colchester United,Rochdale,1,2,A
08/05/2016,Doncaster Rovers,Burton Albion,0,0,D
08/05/2016,Fleetwood Town,Crewe Alexandra,2,0,H
08/05/2016,Gillingham,Millwall,1,2,A
08/05/2016,Oldham Athletic,Coventry City,0,2,A
08/05/2016,Peterborough United,Blackpool,5,1,H
08/05/2016,Port Vale,Walsall,0,5,A
08/05/2016,Sheffield United,Scunthorpe United,0,2,A
08/05/2016,Swindon Town,Shrewsbury Town,3,0,H
08/05/2016,Wigan Athletic,Barnsley,1,4,A
